simulation_id,wind_speed,fuel_load_category,control_fuel_load,treatment_fuel_load,control_fuel_height,treatment_fuel_height,control_fuel_moisture_content,treatment_fuel_moisture_content,control_sav,treatment_sav,circle_radius,fuel_model,resolution
251,0.5918,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
252,0.6837,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
253,0.7755,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
254,0.8673,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
255,0.9592,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
256,1.051,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
257,1.1429,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
258,1.2347,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
259,1.3265,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
260,1.4184,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
261,1.5102,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
262,1.602,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
263,1.6939,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
264,1.7857,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
265,1.8776,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
266,1.9694,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
267,2.0612,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
268,2.1531,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
269,2.2449,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
270,2.3367,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
271,2.4286,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
272,2.5204,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
273,2.6122,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
274,2.7041,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
275,2.7959,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
276,2.8878,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
277,2.9796,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
278,3.0714,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
279,3.1633,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
280,3.2551,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
281,3.3469,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
282,3.4388,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
283,3.5306,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
284,3.6224,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
285,3.7143,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
286,3.8061,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
287,3.898,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
288,3.9898,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
289,4.0816,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
290,4.1735,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
291,4.2653,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
292,4.3571,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
293,4.449,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
294,4.5408,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
295,4.6327,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
296,4.7245,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
297,4.8163,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
298,4.9082,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
299,5.0,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,coarse
300,0.5,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
301,0.5918,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
302,0.6837,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
303,0.7755,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
304,0.8673,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
305,0.9592,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
306,1.051,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
307,1.1429,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
308,1.2347,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
309,1.3265,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
310,1.4184,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
311,1.5102,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
312,1.602,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
313,1.6939,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
314,1.7857,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
315,1.8776,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
316,1.9694,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
317,2.0612,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
318,2.1531,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
319,2.2449,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
320,2.3367,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
321,2.4286,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
322,2.5204,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
323,2.6122,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
324,2.7041,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
325,2.7959,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
326,2.8878,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
327,2.9796,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
328,3.0714,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
329,3.1633,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
330,3.2551,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
331,3.3469,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
332,3.4388,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
333,3.5306,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
334,3.6224,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
335,3.7143,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
336,3.8061,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
337,3.898,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
338,3.9898,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
339,4.0816,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
340,4.1735,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
341,4.2653,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
342,4.3571,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
343,4.449,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
344,4.5408,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
345,4.6327,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
346,4.7245,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
347,4.8163,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
348,4.9082,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
349,5.0,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
350,0.5,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
351,0.5918,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
352,0.6837,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
353,0.7755,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
354,0.8673,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
355,0.9592,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
356,1.051,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
357,1.1429,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
358,1.2347,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
359,1.3265,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
360,1.4184,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
361,1.5102,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
362,1.602,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
363,1.6939,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
364,1.7857,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
365,1.8776,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
366,1.9694,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
367,2.0612,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
368,2.1531,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
369,2.2449,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
370,2.3367,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
371,2.4286,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
372,2.5204,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
373,2.6122,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
374,2.7041,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
375,2.7959,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
376,2.8878,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
377,2.9796,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
378,3.0714,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
379,3.1633,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
380,3.2551,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
381,3.3469,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
382,3.4388,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
383,3.5306,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
384,3.6224,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
385,3.7143,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
386,3.8061,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
387,3.898,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
388,3.9898,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
389,4.0816,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
390,4.1735,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
391,4.2653,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
392,4.3571,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
393,4.449,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
394,4.5408,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
395,4.6327,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
396,4.7245,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
397,4.8163,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
398,4.9082,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
399,5.0,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
400,0.5,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
401,0.5918,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
402,0.6837,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
403,0.7755,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
404,0.8673,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
405,0.9592,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
406,1.051,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
407,1.1429,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
408,1.2347,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
409,1.3265,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
410,1.4184,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
411,1.5102,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
412,1.602,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
413,1.6939,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
414,1.7857,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
415,1.8776,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
416,1.9694,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
417,2.0612,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
418,2.1531,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
419,2.2449,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
420,2.3367,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
421,2.4286,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
422,2.5204,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
423,2.6122,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
424,2.7041,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
425,2.7959,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
426,2.8878,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
427,2.9796,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
428,3.0714,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
429,3.1633,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
430,3.2551,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
431,3.3469,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
432,3.4388,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
433,3.5306,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
434,3.6224,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
435,3.7143,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
436,3.8061,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
437,3.898,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
438,3.9898,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
439,4.0816,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
440,4.1735,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
441,4.2653,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
442,4.3571,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
443,4.449,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
444,4.5408,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
445,4.6327,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
446,4.7245,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
447,4.8163,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
448,4.9082,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
449,5.0,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,bfm,fine
450,0.5,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
451,0.5918,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
452,0.6837,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
453,0.7755,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
454,0.8673,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
455,0.9592,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
456,1.051,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
457,1.1429,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
458,1.2347,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
459,1.3265,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
460,1.4184,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
461,1.5102,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
462,1.602,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
463,1.6939,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
464,1.7857,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
465,1.8776,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
466,1.9694,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
467,2.0612,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
468,2.1531,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
469,2.2449,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
470,2.3367,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
471,2.4286,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
472,2.5204,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
473,2.6122,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
474,2.7041,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
475,2.7959,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
476,2.8878,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
477,2.9796,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
478,3.0714,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
479,3.1633,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
480,3.2551,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
481,3.3469,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
482,3.4388,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
483,3.5306,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
484,3.6224,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
485,3.7143,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
486,3.8061,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
487,3.898,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
488,3.9898,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
489,4.0816,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
490,4.1735,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
491,4.2653,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
492,4.3571,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
493,4.449,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
494,4.5408,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
495,4.6327,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
496,4.7245,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
497,4.8163,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
498,4.9082,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
499,5.0,high,0.31,0.155,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
500,0.5,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
501,0.5918,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
502,0.6837,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
503,0.7755,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
504,0.8673,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
505,0.9592,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
506,1.051,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
507,1.1429,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
508,1.2347,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
509,1.3265,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
510,1.4184,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
