simulation_id,fuel_model,circle_radius,control_fuel_height,treatment_fuel_height,control_fuel_moisture_content,treatment_fuel_moisture_content,control_sav,treatment_sav,fuel_load,wind_speed
339,pfm,2.25,0.6,0.5,0.15,0.15,6561,6561,0.31,2.9
340,pfm,2.25,0.6,0.5,0.15,0.15,6561,6561,0.31,3.0
341,pfm,2.25,0.6,0.5,0.15,0.15,6561,6561,0.31,3.1
342,pfm,2.25,0.6,0.5,0.15,0.15,6561,6561,0.31,3.2
343,pfm,2.25,0.6,0.5,0.15,0.15,6561,6561,0.31,3.3
344,pfm,2.25,0.6,0.5,0.15,0.15,6561,6561,0.31,3.4
345,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,2.0
346,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,2.1
347,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,2.2
348,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,2.3
349,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,2.4
350,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,2.5
351,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,2.6
352,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,2.7
353,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,2.8
354,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,2.9
355,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,3.0
356,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,3.1
357,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,3.2
358,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,3.3
359,pfm,2.25,0.6,0.6,0.15,0.15,6561,6561,0.31,3.4
360,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,2.0
361,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,2.1
362,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,2.2
363,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,2.3
364,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,2.4
365,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,2.5
366,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,2.6
367,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,2.7
368,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,2.8
369,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,2.9
370,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,3.0
371,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,3.1
372,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,3.2
373,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,3.3
374,pfm,2.7,0.6,0.1,0.15,0.15,6561,6561,0.31,3.4
375,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,2.0
376,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,2.1
377,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,2.2
378,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,2.3
379,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,2.4
380,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,2.5
381,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,2.6
382,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,2.7
383,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,2.8
384,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,2.9
385,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,3.0
386,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,3.1
387,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,3.2
388,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,3.3
389,pfm,2.7,0.6,0.2,0.15,0.15,6561,6561,0.31,3.4
390,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,2.0
391,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,2.1
392,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,2.2
393,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,2.3
394,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,2.4
395,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,2.5
396,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,2.6
397,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,2.7
398,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,2.8
399,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,2.9
400,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,3.0
401,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,3.1
402,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,3.2
403,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,3.3
404,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,3.4
405,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,2.0
406,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,2.1
407,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,2.2
408,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,2.3
409,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,2.4
410,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,2.5
411,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,2.6
412,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,2.7
413,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,2.8
414,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,2.9
415,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,3.0
416,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,3.1
417,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,3.2
418,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,3.3
419,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,3.4
420,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,2.0
421,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,2.1
422,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,2.2
423,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,2.3
424,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,2.4
425,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,2.5
426,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,2.6
427,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,2.7
428,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,2.8
429,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,2.9
430,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,3.0
431,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,3.1
432,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,3.2
433,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,3.3
434,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,3.4
435,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,2.0
436,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,2.1
437,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,2.2
438,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,2.3
439,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,2.4
440,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,2.5
441,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,2.6
442,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,2.7
443,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,2.8
444,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,2.9
445,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,3.0
446,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,3.1
447,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,3.2
448,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,3.3
449,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,3.4
