simulation_id,fuel_model,circle_radius,control_fuel_height,treatment_fuel_height,control_fuel_moisture_content,treatment_fuel_moisture_content,control_sav,treatment_sav,fuel_load,wind_speed
264,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,1.4
265,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,1.5
266,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,1.6
267,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,1.7
268,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,1.8
269,pfm,2.7,0.6,0.3,0.15,0.15,6561,6561,0.31,1.9
270,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,1.0
271,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,1.1
272,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,1.2
273,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,1.3
274,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,1.4
275,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,1.5
276,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,1.6
277,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,1.7
278,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,1.8
279,pfm,2.7,0.6,0.4,0.15,0.15,6561,6561,0.31,1.9
280,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,1.0
281,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,1.1
282,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,1.2
283,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,1.3
284,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,1.4
285,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,1.5
286,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,1.6
287,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,1.7
288,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,1.8
289,pfm,2.7,0.6,0.5,0.15,0.15,6561,6561,0.31,1.9
290,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,1.0
291,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,1.1
292,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,1.2
293,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,1.3
294,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,1.4
295,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,1.5
296,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,1.6
297,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,1.7
298,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,1.8
299,pfm,2.7,0.6,0.6,0.15,0.15,6561,6561,0.31,1.9
